id,sia_e,ssa_e,ppq,tefo,phi_min,z_min,z_max,pseudo_plastic_uthreshold
283,1.87890625,1.11328125,0.919921875,0.01658203125,17.421875,-855.46875,269.53125,192.96875
284,1.87890625,1.11328125,0.520703125,0.04400390625,17.421875,-855.46875,269.53125,192.96875
285,1.87890625,1.11328125,0.520703125,0.01658203125,28.203125,-855.46875,269.53125,192.96875
286,1.87890625,1.11328125,0.520703125,0.01658203125,17.421875,-902.34375,269.53125,192.96875
287,1.87890625,1.11328125,0.520703125,0.01658203125,17.421875,-855.46875,933.59375,192.96875
288,1.87890625,1.11328125,0.520703125,0.01658203125,17.421875,-855.46875,269.53125,171.09375
289,2.34765625,1.03515625,0.919921875,0.04400390625,28.203125,-902.34375,933.59375,171.09375
290,3.37890625,1.61328125,0.8707031249999999,0.039082031249999996,27.421875,-355.46875,769.53125,92.96875
291,3.84765625,1.61328125,0.8707031249999999,0.039082031249999996,27.421875,-355.46875,769.53125,92.96875
292,3.37890625,1.53515625,0.8707031249999999,0.039082031249999996,27.421875,-355.46875,769.53125,92.96875
293,3.37890625,1.61328125,0.5699218749999999,0.039082031249999996,27.421875,-355.46875,769.53125,92.96875
294,3.37890625,1.61328125,0.8707031249999999,0.02150390625,27.421875,-355.46875,769.53125,92.96875
295,3.37890625,1.61328125,0.8707031249999999,0.039082031249999996,18.203125,-355.46875,769.53125,92.96875
296,3.37890625,1.61328125,0.8707031249999999,0.039082031249999996,27.421875,-402.34375,769.53125,92.96875
297,3.37890625,1.61328125,0.8707031249999999,0.039082031249999996,27.421875,-355.46875,433.59375,92.96875
298,3.37890625,1.61328125,0.8707031249999999,0.039082031249999996,27.421875,-355.46875,769.53125,71.09375
299,3.84765625,1.53515625,0.5699218749999999,0.02150390625,18.203125,-402.34375,433.59375,71.09375
300,2.62890625,1.36328125,0.345703125,0.02783203125,22.421875,-105.46875,19.53125,42.96875
301,3.09765625,1.36328125,0.345703125,0.02783203125,22.421875,-105.46875,19.53125,42.96875
302,2.62890625,1.78515625,0.345703125,0.02783203125,22.421875,-105.46875,19.53125,42.96875
303,2.62890625,1.36328125,0.394921875,0.02783203125,22.421875,-105.46875,19.53125,42.96875
304,2.62890625,1.36328125,0.345703125,0.03275390625,22.421875,-105.46875,19.53125,42.96875
305,2.62890625,1.36328125,0.345703125,0.02783203125,23.203125,-105.46875,19.53125,42.96875
306,2.62890625,1.36328125,0.345703125,0.02783203125,22.421875,-652.34375,19.53125,42.96875
307,2.62890625,1.36328125,0.345703125,0.02783203125,22.421875,-105.46875,183.59375,42.96875
308,2.62890625,1.36328125,0.345703125,0.02783203125,22.421875,-105.46875,19.53125,121.09375
309,3.09765625,1.78515625,0.394921875,0.03275390625,23.203125,-652.34375,183.59375,121.09375
310,1.12890625,1.86328125,0.695703125,0.05033203125,12.421875,-605.46875,519.53125,142.96875
311,1.59765625,1.86328125,0.695703125,0.05033203125,12.421875,-605.46875,519.53125,142.96875
312,1.12890625,1.28515625,0.695703125,0.05033203125,12.421875,-605.46875,519.53125,142.96875
313,1.12890625,1.86328125,0.744921875,0.05033203125,12.421875,-605.46875,519.53125,142.96875
314,1.12890625,1.86328125,0.695703125,0.05525390625,12.421875,-605.46875,519.53125,142.96875
315,1.12890625,1.86328125,0.695703125,0.05033203125,13.203125,-605.46875,519.53125,142.96875
316,1.12890625,1.86328125,0.695703125,0.05033203125,12.421875,-152.34375,519.53125,142.96875
317,1.12890625,1.86328125,0.695703125,0.05033203125,12.421875,-605.46875,683.59375,142.96875
318,1.12890625,1.86328125,0.695703125,0.05033203125,12.421875,-605.46875,519.53125,21.09375
319,1.59765625,1.28515625,0.744921875,0.05525390625,13.203125,-152.34375,683.59375,21.09375
320,1.17578125,1.06640625,0.947265625,0.048222656249999996,25.234375,-746.09375,66.40625,114.84375
321,3.70703125,1.06640625,0.947265625,0.048222656249999996,25.234375,-746.09375,66.40625,114.84375
322,1.17578125,1.86328125,0.947265625,0.048222656249999996,25.234375,-746.09375,66.40625,114.84375
323,1.17578125,1.06640625,0.8433593749999999,0.048222656249999996,25.234375,-746.09375,66.40625,114.84375
324,1.17578125,1.06640625,0.947265625,0.02783203125,25.234375,-746.09375,66.40625,114.84375
325,1.17578125,1.06640625,0.947265625,0.048222656249999996,22.890625,-746.09375,66.40625,114.84375
326,1.17578125,1.06640625,0.947265625,0.048222656249999996,25.234375,-886.71875,66.40625,114.84375
327,1.17578125,1.06640625,0.947265625,0.048222656249999996,25.234375,-746.09375,980.46875,114.84375
328,1.17578125,1.06640625,0.947265625,0.048222656249999996,25.234375,-746.09375,66.40625,174.21875
329,3.70703125,1.86328125,0.8433593749999999,0.02783203125,22.890625,-886.71875,980.46875,174.21875
330,2.67578125,1.56640625,0.5972656249999999,0.02572265625,15.234375,-246.09375,566.40625,14.84375
331,2.20703125,1.56640625,0.5972656249999999,0.02572265625,15.234375,-246.09375,566.40625,14.84375
332,2.67578125,1.36328125,0.5972656249999999,0.02572265625,15.234375,-246.09375,566.40625,14.84375
333,2.67578125,1.56640625,0.493359375,0.02572265625,15.234375,-246.09375,566.40625,14.84375
334,2.67578125,1.56640625,0.5972656249999999,0.05033203125,15.234375,-246.09375,566.40625,14.84375
335,2.67578125,1.56640625,0.5972656249999999,0.02572265625,12.890625,-246.09375,566.40625,14.84375
336,2.67578125,1.56640625,0.5972656249999999,0.02572265625,15.234375,-386.71875,566.40625,14.84375
337,2.67578125,1.56640625,0.5972656249999999,0.02572265625,15.234375,-246.09375,480.46875,14.84375
338,2.67578125,1.56640625,0.5972656249999999,0.02572265625,15.234375,-246.09375,566.40625,74.21875
339,2.20703125,1.36328125,0.493359375,0.05033203125,12.890625,-386.71875,480.46875,74.21875
340,3.42578125,1.31640625,0.772265625,0.05947265625,10.234375,-496.09375,316.40625,64.84375
341,1.45703125,1.31640625,0.772265625,0.05947265625,10.234375,-496.09375,316.40625,64.84375
342,3.42578125,1.11328125,0.772265625,0.05947265625,10.234375,-496.09375,316.40625,64.84375
343,3.42578125,1.31640625,0.318359375,0.05947265625,10.234375,-496.09375,316.40625,64.84375
344,3.42578125,1.31640625,0.772265625,0.039082031249999996,10.234375,-496.09375,316.40625,64.84375
345,3.42578125,1.31640625,0.772265625,0.05947265625,27.890625,-496.09375,316.40625,64.84375
346,3.42578125,1.31640625,0.772265625,0.05947265625,10.234375,-636.71875,316.40625,64.84375
347,3.42578125,1.31640625,0.772265625,0.05947265625,10.234375,-496.09375,230.46875,64.84375
348,3.42578125,1.31640625,0.772265625,0.05947265625,10.234375,-496.09375,316.40625,124.21875
349,1.45703125,1.11328125,0.318359375,0.039082031249999996,27.890625,-636.71875,230.46875,124.21875
350,1.92578125,1.81640625,0.422265625,0.03697265625,20.234375,-996.09375,816.40625,164.84375
351,2.95703125,1.81640625,0.422265625,0.03697265625,20.234375,-996.09375,816.40625,164.84375
352,1.92578125,1.61328125,0.422265625,0.03697265625,20.234375,-996.09375,816.40625,164.84375
353,1.92578125,1.81640625,0.668359375,0.03697265625,20.234375,-996.09375,816.40625,164.84375
354,1.92578125,1.81640625,0.422265625,0.01658203125,20.234375,-996.09375,816.40625,164.84375
355,1.92578125,1.81640625,0.422265625,0.03697265625,17.890625,-996.09375,816.40625,164.84375
356,1.92578125,1.81640625,0.422265625,0.03697265625,20.234375,-136.71875,816.40625,164.84375
357,1.92578125,1.81640625,0.422265625,0.03697265625,20.234375,-996.09375,730.46875,164.84375
358,1.92578125,1.81640625,0.422265625,0.03697265625,20.234375,-996.09375,816.40625,24.21875
359,2.95703125,1.61328125,0.668359375,0.01658203125,17.890625,-136.71875,730.46875,24.21875
360,2.30078125,1.44140625,0.509765625,0.031347656249999994,22.734375,-621.09375,441.40625,89.84375
361,1.08203125,1.44140625,0.509765625,0.031347656249999994,22.734375,-621.09375,441.40625,89.84375
362,2.30078125,1.48828125,0.509765625,0.031347656249999994,22.734375,-621.09375,441.40625,89.84375
363,2.30078125,1.44140625,0.405859375,0.031347656249999994,22.734375,-621.09375,441.40625,89.84375
364,2.30078125,1.44140625,0.509765625,0.02220703125,22.734375,-621.09375,441.40625,89.84375
365,2.30078125,1.44140625,0.509765625,0.031347656249999994,25.390625,-621.09375,441.40625,89.84375
366,2.30078125,1.44140625,0.509765625,0.031347656249999994,22.734375,-261.71875,441.40625,89.84375
367,2.30078125,1.44140625,0.509765625,0.031347656249999994,22.734375,-621.09375,605.46875,89.84375
368,2.30078125,1.44140625,0.509765625,0.031347656249999994,22.734375,-621.09375,441.40625,49.21875
369,1.08203125,1.48828125,0.405859375,0.02220703125,25.390625,-261.71875,605.46875,49.21875
370,3.80078125,1.94140625,0.859765625,0.05384765625,12.734375,-121.09375,941.40625,189.84375
371,2.58203125,1.94140625,0.859765625,0.05384765625,12.734375,-121.09375,941.40625,189.84375
372,3.80078125,1.98828125,0.859765625,0.05384765625,12.734375,-121.09375,941.40625,189.84375
373,3.80078125,1.94140625,0.755859375,0.05384765625,12.734375,-121.09375,941.40625,189.84375
374,3.80078125,1.94140625,0.859765625,0.04470703125,12.734375,-121.09375,941.40625,189.84375
375,3.80078125,1.94140625,0.859765625,0.05384765625,15.390625,-121.09375,941.40625,189.84375
376,3.80078125,1.94140625,0.859765625,0.05384765625,12.734375,-761.71875,941.40625,189.84375
377,3.80078125,1.94140625,0.859765625,0.05384765625,12.734375,-121.09375,105.46875,189.84375
378,3.80078125,1.94140625,0.859765625,0.05384765625,12.734375,-121.09375,941.40625,149.21875
379,2.58203125,1.98828125,0.755859375,0.04470703125,15.390625,-761.71875,105.46875,149.21875
380,3.05078125,1.19140625,0.334765625,0.02009765625,17.734375,-371.09375,191.40625,139.84375
381,3.33203125,1.19140625,0.334765625,0.02009765625,17.734375,-371.09375,191.40625,139.84375
382,3.05078125,1.73828125,0.334765625,0.02009765625,17.734375,-371.09375,191.40625,139.84375
383,3.05078125,1.19140625,0.9308593749999999,0.02009765625,17.734375,-371.09375,191.40625,139.84375
384,3.05078125,1.19140625,0.334765625,0.05595703125,17.734375,-371.09375,191.40625,139.84375
385,3.05078125,1.19140625,0.334765625,0.02009765625,20.390625,-371.09375,191.40625,139.84375
386,3.05078125,1.19140625,0.334765625,0.02009765625,17.734375,-11.71875,191.40625,139.84375
387,3.05078125,1.19140625,0.334765625,0.02009765625,17.734375,-371.09375,355.46875,139.84375
388,3.05078125,1.19140625,0.334765625,0.02009765625,17.734375,-371.09375,191.40625,99.21875
389,3.33203125,1.73828125,0.9308593749999999,0.05595703125,20.390625,-11.71875,355.46875,99.21875
390,1.55078125,1.69140625,0.684765625,0.04259765625,27.734375,-871.09375,691.40625,39.84375
391,1.83203125,1.69140625,0.684765625,0.04259765625,27.734375,-871.09375,691.40625,39.84375
392,1.55078125,1.23828125,0.684765625,0.04259765625,27.734375,-871.09375,691.40625,39.84375
393,1.55078125,1.69140625,0.580859375,0.04259765625,27.734375,-871.09375,691.40625,39.84375
394,1.55078125,1.69140625,0.684765625,0.03345703125,27.734375,-871.09375,691.40625,39.84375
395,1.55078125,1.69140625,0.684765625,0.04259765625,10.390625,-871.09375,691.40625,39.84375
396,1.55078125,1.69140625,0.684765625,0.04259765625,27.734375,-511.71875,691.40625,39.84375
397,1.55078125,1.69140625,0.684765625,0.04259765625,27.734375,-871.09375,855.46875,39.84375
398,1.55078125,1.69140625,0.684765625,0.04259765625,27.734375,-871.09375,691.40625,199.21875
399,1.83203125,1.23828125,0.580859375,0.03345703125,10.390625,-511.71875,855.46875,199.21875
400,1.73828125,1.25390625,0.291015625,0.05103515625,16.484375,-933.59375,378.90625,77.34375
401,1.26953125,1.25390625,0.291015625,0.05103515625,16.484375,-933.59375,378.90625,77.34375
402,1.73828125,1.55078125,0.291015625,0.05103515625,16.484375,-933.59375,378.90625,77.34375
403,1.73828125,1.25390625,0.537109375,0.05103515625,16.484375,-933.59375,378.90625,77.34375
404,1.73828125,1.25390625,0.291015625,0.03064453125,16.484375,-933.59375,378.90625,77.34375
405,1.73828125,1.25390625,0.291015625,0.05103515625,16.640625,-933.59375,378.90625,77.34375
406,1.73828125,1.25390625,0.291015625,0.05103515625,16.484375,-74.21875,378.90625,77.34375
407,1.73828125,1.25390625,0.291015625,0.05103515625,16.484375,-933.59375,167.96875,77.34375
408,1.73828125,1.25390625,0.291015625,0.05103515625,16.484375,-933.59375,378.90625,36.71875
409,1.26953125,1.55078125,0.537109375,0.03064453125,16.640625,-74.21875,167.96875,36.71875
410,3.23828125,1.75390625,0.641015625,0.02853515625,26.484375,-433.59375,878.90625,177.34375
411,2.76953125,1.75390625,0.641015625,0.02853515625,26.484375,-433.59375,878.90625,177.34375
412,3.23828125,1.05078125,0.641015625,0.02853515625,26.484375,-433.59375,878.90625,177.34375
413,3.23828125,1.75390625,0.887109375,0.02853515625,26.484375,-433.59375,878.90625,177.34375
414,3.23828125,1.75390625,0.641015625,0.053144531249999995,26.484375,-433.59375,878.90625,177.34375
415,3.23828125,1.75390625,0.641015625,0.02853515625,26.640625,-433.59375,878.90625,177.34375
416,3.23828125,1.75390625,0.641015625,0.02853515625,26.484375,-574.21875,878.90625,177.34375
417,3.23828125,1.75390625,0.641015625,0.02853515625,26.484375,-433.59375,667.96875,177.34375
418,3.23828125,1.75390625,0.641015625,0.02853515625,26.484375,-433.59375,878.90625,136.71875
419,2.76953125,1.05078125,0.887109375,0.053144531249999995,26.640625,-574.21875,667.96875,136.71875
420,3.98828125,1.00390625,0.466015625,0.039785156249999995,21.484375,-183.59375,128.90625,127.34375
421,3.51953125,1.00390625,0.466015625,0.039785156249999995,21.484375,-183.59375,128.90625,127.34375
422,3.98828125,1.30078125,0.466015625,0.039785156249999995,21.484375,-183.59375,128.90625,127.34375
423,3.98828125,1.00390625,0.712109375,0.039785156249999995,21.484375,-183.59375,128.90625,127.34375
424,3.98828125,1.00390625,0.466015625,0.04189453125,21.484375,-183.59375,128.90625,127.34375
425,3.98828125,1.00390625,0.466015625,0.039785156249999995,11.640625,-183.59375,128.90625,127.34375
426,3.98828125,1.00390625,0.466015625,0.039785156249999995,21.484375,-324.21875,128.90625,127.34375
427,3.98828125,1.00390625,0.466015625,0.039785156249999995,21.484375,-183.59375,917.96875,127.34375
428,3.98828125,1.00390625,0.466015625,0.039785156249999995,21.484375,-183.59375,128.90625,86.71875
429,3.51953125,1.30078125,0.712109375,0.04189453125,11.640625,-324.21875,917.96875,86.71875
430,2.48828125,1.50390625,0.8160156249999999,0.01728515625,11.484375,-683.59375,628.90625,27.34375
431,2.01953125,1.50390625,0.8160156249999999,0.01728515625,11.484375,-683.59375,628.90625,27.34375
432,2.48828125,1.80078125,0.8160156249999999,0.01728515625,11.484375,-683.59375,628.90625,27.34375
433,2.48828125,1.50390625,0.362109375,0.01728515625,11.484375,-683.59375,628.90625,27.34375
434,2.48828125,1.50390625,0.8160156249999999,0.01939453125,11.484375,-683.59375,628.90625,27.34375
435,2.48828125,1.50390625,0.8160156249999999,0.01728515625,21.640625,-683.59375,628.90625,27.34375
436,2.48828125,1.50390625,0.8160156249999999,0.01728515625,11.484375,-824.21875,628.90625,27.34375
437,2.48828125,1.50390625,0.8160156249999999,0.01728515625,11.484375,-683.59375,417.96875,27.34375
438,2.48828125,1.50390625,0.8160156249999999,0.01728515625,11.484375,-683.59375,628.90625,186.71875
439,2.01953125,1.80078125,0.362109375,0.01939453125,21.640625,-824.21875,417.96875,186.71875
440,2.11328125,1.12890625,0.728515625,0.02291015625,13.984375,-808.59375,3.90625,102.34375
441,3.89453125,1.12890625,0.728515625,0.02291015625,13.984375,-808.59375,3.90625,102.34375
442,2.11328125,1.17578125,0.728515625,0.02291015625,13.984375,-808.59375,3.90625,102.34375
443,2.11328125,1.12890625,0.6246093749999999,0.02291015625,13.984375,-808.59375,3.90625,102.34375
444,2.11328125,1.12890625,0.728515625,0.025019531249999998,13.984375,-808.59375,3.90625,102.34375
445,2.11328125,1.12890625,0.728515625,0.02291015625,14.140625,-808.59375,3.90625,102.34375
446,2.11328125,1.12890625,0.728515625,0.02291015625,13.984375,-699.21875,3.90625,102.34375
447,2.11328125,1.12890625,0.728515625,0.02291015625,13.984375,-808.59375,292.96875,102.34375
448,2.11328125,1.12890625,0.728515625,0.02291015625,13.984375,-808.59375,3.90625,161.71875
449,3.89453125,1.17578125,0.6246093749999999,0.025019531249999998,14.140625,-699.21875,292.96875,161.71875
450,3.61328125,1.62890625,0.378515625,0.04541015625,23.984375,-308.59375,503.90625,2.34375
451,2.39453125,1.62890625,0.378515625,0.04541015625,23.984375,-308.59375,503.90625,2.34375
452,3.61328125,1.67578125,0.378515625,0.04541015625,23.984375,-308.59375,503.90625,2.34375
453,3.61328125,1.62890625,0.274609375,0.04541015625,23.984375,-308.59375,503.90625,2.34375
454,3.61328125,1.62890625,0.378515625,0.04751953125,23.984375,-308.59375,503.90625,2.34375
455,3.61328125,1.62890625,0.378515625,0.04541015625,24.140625,-308.59375,503.90625,2.34375
456,3.61328125,1.62890625,0.378515625,0.04541015625,23.984375,-199.21875,503.90625,2.34375
457,3.61328125,1.62890625,0.378515625,0.04541015625,23.984375,-308.59375,792.96875,2.34375
458,3.61328125,1.62890625,0.378515625,0.04541015625,23.984375,-308.59375,503.90625,61.71875
459,2.39453125,1.67578125,0.274609375,0.04751953125,24.140625,-199.21875,792.96875,61.71875
460,2.86328125,1.37890625,0.9035156249999999,0.034160156250000004,28.984375,-58.59375,253.90625,52.34375
461,1.64453125,1.37890625,0.9035156249999999,0.034160156250000004,28.984375,-58.59375,253.90625,52.34375
462,2.86328125,1.92578125,0.9035156249999999,0.034160156250000004,28.984375,-58.59375,253.90625,52.34375
463,2.86328125,1.37890625,0.449609375,0.034160156250000004,28.984375,-58.59375,253.90625,52.34375
464,2.86328125,1.37890625,0.9035156249999999,0.05876953125,28.984375,-58.59375,253.90625,52.34375
465,2.86328125,1.37890625,0.9035156249999999,0.034160156250000004,19.140625,-58.59375,253.90625,52.34375
466,2.86328125,1.37890625,0.9035156249999999,0.034160156250000004,28.984375,-949.21875,253.90625,52.34375
467,2.86328125,1.37890625,0.9035156249999999,0.034160156250000004,28.984375,-58.59375,542.96875,52.34375
468,2.86328125,1.37890625,0.9035156249999999,0.034160156250000004,28.984375,-58.59375,253.90625,111.71875
469,1.64453125,1.92578125,0.449609375,0.05876953125,19.140625,-949.21875,542.96875,111.71875
470,1.36328125,1.87890625,0.553515625,0.056660156249999996,18.984375,-558.59375,753.90625,152.34375
471,3.14453125,1.87890625,0.553515625,0.056660156249999996,18.984375,-558.59375,753.90625,152.34375
472,1.36328125,1.42578125,0.553515625,0.056660156249999996,18.984375,-558.59375,753.90625,152.34375
473,1.36328125,1.87890625,0.799609375,0.056660156249999996,18.984375,-558.59375,753.90625,152.34375
474,1.36328125,1.87890625,0.553515625,0.03626953125,18.984375,-558.59375,753.90625,152.34375
475,1.36328125,1.87890625,0.553515625,0.056660156249999996,29.140625,-558.59375,753.90625,152.34375
476,1.36328125,1.87890625,0.553515625,0.056660156249999996,18.984375,-449.21875,753.90625,152.34375
477,1.36328125,1.87890625,0.553515625,0.056660156249999996,18.984375,-558.59375,42.96875,152.34375
478,1.36328125,1.87890625,0.553515625,0.056660156249999996,18.984375,-558.59375,753.90625,11.71875
479,3.14453125,1.42578125,0.799609375,0.03626953125,29.140625,-449.21875,42.96875,11.71875
480,1.26953125,1.41015625,0.619140625,0.01869140625,20.859375,-277.34375,597.65625,58.59375
481,2.86328125,1.41015625,0.619140625,0.01869140625,20.859375,-277.34375,597.65625,58.59375
482,1.26953125,1.95703125,0.619140625,0.01869140625,20.859375,-277.34375,597.65625,58.59375
483,1.26953125,1.41015625,0.777734375,0.01869140625,20.859375,-277.34375,597.65625,58.59375
484,1.26953125,1.41015625,0.619140625,0.020800781249999997,20.859375,-277.34375,597.65625,58.59375
485,1.26953125,1.41015625,0.619140625,0.01869140625,11.015625,-277.34375,597.65625,58.59375
486,1.26953125,1.41015625,0.619140625,0.01869140625,20.859375,-292.96875,597.65625,58.59375
487,1.26953125,1.41015625,0.619140625,0.01869140625,20.859375,-277.34375,636.71875,58.59375
488,1.26953125,1.41015625,0.619140625,0.01869140625,20.859375,-277.34375,597.65625,167.96875
489,2.86328125,1.95703125,0.777734375,0.020800781249999997,11.015625,-292.96875,636.71875,167.96875
490,2.76953125,1.91015625,0.269140625,0.04119140625,10.859375,-777.34375,97.65625,158.59375
491,1.36328125,1.91015625,0.269140625,0.04119140625,10.859375,-777.34375,97.65625,158.59375
492,2.76953125,1.45703125,0.269140625,0.04119140625,10.859375,-777.34375,97.65625,158.59375
493,2.76953125,1.91015625,0.427734375,0.04119140625,10.859375,-777.34375,97.65625,158.59375
494,2.76953125,1.91015625,0.269140625,0.04330078125,10.859375,-777.34375,97.65625,158.59375
495,2.76953125,1.91015625,0.269140625,0.04119140625,21.015625,-777.34375,97.65625,158.59375
496,2.76953125,1.91015625,0.269140625,0.04119140625,10.859375,-792.96875,97.65625,158.59375
497,2.76953125,1.91015625,0.269140625,0.04119140625,10.859375,-777.34375,136.71875,158.59375
498,2.76953125,1.91015625,0.269140625,0.04119140625,10.859375,-777.34375,97.65625,67.96875
499,1.36328125,1.45703125,0.427734375,0.04330078125,21.015625,-792.96875,136.71875,67.96875
500,3.51953125,1.16015625,0.7941406249999999,0.029941406249999997,15.859375,-527.34375,847.65625,108.59375
501,2.11328125,1.16015625,0.7941406249999999,0.029941406249999997,15.859375,-527.34375,847.65625,108.59375
502,3.51953125,1.20703125,0.7941406249999999,0.029941406249999997,15.859375,-527.34375,847.65625,108.59375
503,3.51953125,1.16015625,0.252734375,0.029941406249999997,15.859375,-527.34375,847.65625,108.59375
504,3.51953125,1.16015625,0.7941406249999999,0.05455078125,15.859375,-527.34375,847.65625,108.59375
505,3.51953125,1.16015625,0.7941406249999999,0.029941406249999997,16.015625,-527.34375,847.65625,108.59375
506,3.51953125,1.16015625,0.7941406249999999,0.029941406249999997,15.859375,-42.96875,847.65625,108.59375
507,3.51953125,1.16015625,0.7941406249999999,0.029941406249999997,15.859375,-527.34375,386.71875,108.59375
508,3.51953125,1.16015625,0.7941406249999999,0.029941406249999997,15.859375,-527.34375,847.65625,117.96875
509,2.11328125,1.20703125,0.252734375,0.05455078125,16.015625,-42.96875,386.71875,117.96875
510,2.01953125,1.66015625,0.44414062499999996,0.052441406249999996,25.859375,-27.34375,347.65625,8.59375
511,3.61328125,1.66015625,0.44414062499999996,0.052441406249999996,25.859375,-27.34375,347.65625,8.59375
512,2.01953125,1.70703125,0.44414062499999996,0.052441406249999996,25.859375,-27.34375,347.65625,8.59375
513,2.01953125,1.66015625,0.602734375,0.052441406249999996,25.859375,-27.34375,347.65625,8.59375
514,2.01953125,1.66015625,0.44414062499999996,0.03205078125,25.859375,-27.34375,347.65625,8.59375
515,2.01953125,1.66015625,0.44414062499999996,0.052441406249999996,26.015625,-27.34375,347.65625,8.59375
516,2.01953125,1.66015625,0.44414062499999996,0.052441406249999996,25.859375,-542.96875,347.65625,8.59375
517,2.01953125,1.66015625,0.44414062499999996,0.052441406249999996,25.859375,-27.34375,886.71875,8.59375
518,2.01953125,1.66015625,0.44414062499999996,0.052441406249999996,25.859375,-27.34375,347.65625,17.96875
519,3.61328125,1.70703125,0.602734375,0.03205078125,26.015625,-542.96875,886.71875,17.96875
520,2.39453125,1.03515625,0.356640625,0.05806640625,28.359375,-402.34375,972.65625,133.59375
521,2.48828125,1.03515625,0.356640625,0.05806640625,28.359375,-402.34375,972.65625,133.59375
522,2.39453125,1.33203125,0.356640625,0.05806640625,28.359375,-402.34375,972.65625,133.59375
523,2.39453125,1.03515625,0.340234375,0.05806640625,28.359375,-402.34375,972.65625,133.59375
524,2.39453125,1.03515625,0.356640625,0.02642578125,28.359375,-402.34375,972.65625,133.59375
525,2.39453125,1.03515625,0.356640625,0.05806640625,18.515625,-402.34375,972.65625,133.59375
526,2.39453125,1.03515625,0.356640625,0.05806640625,28.359375,-917.96875,972.65625,133.59375
527,2.39453125,1.03515625,0.356640625,0.05806640625,28.359375,-402.34375,761.71875,133.59375
528,2.39453125,1.03515625,0.356640625,0.05806640625,28.359375,-402.34375,972.65625,42.96875
529,2.48828125,1.33203125,0.340234375,0.02642578125,18.515625,-917.96875,761.71875,42.96875
530,3.89453125,1.53515625,0.7066406249999999,0.03556640625,18.359375,-902.34375,472.65625,33.59375
531,3.98828125,1.53515625,0.7066406249999999,0.03556640625,18.359375,-902.34375,472.65625,33.59375
532,3.89453125,1.83203125,0.7066406249999999,0.03556640625,18.359375,-902.34375,472.65625,33.59375
533,3.89453125,1.53515625,0.690234375,0.03556640625,18.359375,-902.34375,472.65625,33.59375
534,3.89453125,1.53515625,0.7066406249999999,0.04892578125,18.359375,-902.34375,472.65625,33.59375
535,3.89453125,1.53515625,0.7066406249999999,0.03556640625,28.515625,-902.34375,472.65625,33.59375
536,3.89453125,1.53515625,0.7066406249999999,0.03556640625,18.359375,-417.96875,472.65625,33.59375
537,3.89453125,1.53515625,0.7066406249999999,0.03556640625,18.359375,-902.34375,261.71875,33.59375
538,3.89453125,1.53515625,0.7066406249999999,0.03556640625,18.359375,-902.34375,472.65625,142.96875
539,3.98828125,1.83203125,0.690234375,0.04892578125,28.515625,-417.96875,261.71875,142.96875
540,3.14453125,1.28515625,0.531640625,0.04681640625,13.359375,-652.34375,722.65625,83.59375
541,3.23828125,1.28515625,0.531640625,0.04681640625,13.359375,-652.34375,722.65625,83.59375
542,3.14453125,1.58203125,0.531640625,0.04681640625,13.359375,-652.34375,722.65625,83.59375
543,3.14453125,1.28515625,0.865234375,0.04681640625,13.359375,-652.34375,722.65625,83.59375
544,3.14453125,1.28515625,0.531640625,0.03767578125,13.359375,-652.34375,722.65625,83.59375
545,3.14453125,1.28515625,0.531640625,0.04681640625,13.515625,-652.34375,722.65625,83.59375
546,3.14453125,1.28515625,0.531640625,0.04681640625,13.359375,-667.96875,722.65625,83.59375
547,3.14453125,1.28515625,0.531640625,0.04681640625,13.359375,-652.34375,11.71875,83.59375
548,3.14453125,1.28515625,0.531640625,0.04681640625,13.359375,-652.34375,722.65625,92.96875
549,3.23828125,1.58203125,0.865234375,0.03767578125,13.515625,-667.96875,11.71875,92.96875
550,1.64453125,1.78515625,0.881640625,0.02431640625,23.359375,-152.34375,222.65625,183.59375
551,1.73828125,1.78515625,0.881640625,0.02431640625,23.359375,-152.34375,222.65625,183.59375
552,1.64453125,1.08203125,0.881640625,0.02431640625,23.359375,-152.34375,222.65625,183.59375
553,1.64453125,1.78515625,0.5152343749999999,0.02431640625,23.359375,-152.34375,222.65625,183.59375
554,1.64453125,1.78515625,0.881640625,0.01517578125,23.359375,-152.34375,222.65625,183.59375
555,1.64453125,1.78515625,0.881640625,0.02431640625,23.515625,-152.34375,222.65625,183.59375
556,1.64453125,1.78515625,0.881640625,0.02431640625,23.359375,-167.96875,222.65625,183.59375
557,1.64453125,1.78515625,0.881640625,0.02431640625,23.359375,-152.34375,511.71875,183.59375
558,1.64453125,1.78515625,0.881640625,0.02431640625,23.359375,-152.34375,222.65625,192.96875
559,1.73828125,1.08203125,0.5152343749999999,0.01517578125,23.515625,-167.96875,511.71875,192.96875
560,1.45703125,1.22265625,0.575390625,0.03275390625,12.109375,-89.84375,910.15625,146.09375
561,2.30078125,1.22265625,0.575390625,0.03275390625,12.109375,-89.84375,910.15625,146.09375
562,1.45703125,1.64453125,0.575390625,0.03275390625,12.109375,-89.84375,910.15625,146.09375
563,1.45703125,1.22265625,0.558984375,0.03275390625,12.109375,-89.84375,910.15625,146.09375
564,1.45703125,1.22265625,0.575390625,0.02361328125,12.109375,-89.84375,910.15625,146.09375
565,1.45703125,1.22265625,0.575390625,0.03275390625,29.765625,-89.84375,910.15625,146.09375
